,date,Net Revenue (Sales),Cost of Revenue (Sales),Gross Profit Margin,Gross Profit Margin Ratio,Research and Development (R&D),"Selling, General, and Administrative (SG&A)",Selling & Marketing Expenses (S&M),"Other Income/Expenses, Net",Total Operating Expenses,Cost & Expenses,"Interest Expense/Income, Net",Depreciation & Amortization (D&A),EBITDA,Operating Income,Total Other Income/Expenses,Pretax Income (Earnings),Pretax Income (Earnings) Margin,Provision For Income Taxes,Net Income (Earnings),Earnings Per Share (EPS),Earnings Per Share (EPS) Diluted,Shares Outstanding,Shares Outstanding (Diluted),finalLink,Year,QQ-YYYY
107,2020-12-31,68628750000.0,42389750000.0,26239000000.0,0.09558311931952726,4688000000.0,4979000000.0,0.0,200750000.0,9667000000.0,52056750000.0,0.0,2764000000.0,19336000000.0,16572000000.0,200750000.0,16772750000.0,0.06109957561517575,2420000000.0,14352750000.0,0.8275,0.82,4338029750.0,4382053500.0,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/aapl-20200926.htm,2020,FY-2020
106,2020-09-30,68628750000.0,42389750000.0,26239000000.0,0.09558311931952726,4688000000.0,4979000000.0,0.0,200750000.0,9667000000.0,52056750000.0,0.0,2764000000.0,19336000000.0,16572000000.0,200750000.0,16772750000.0,0.06109957561517575,2420000000.0,14352750000.0,0.8275,0.82,4338029750.0,4382053500.0,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/aapl-20200926.htm,2020,FY-2020
105,2020-06-30,68628750000.0,42389750000.0,26239000000.0,0.09558311931952726,4688000000.0,4979000000.0,0.0,200750000.0,9667000000.0,52056750000.0,0.0,2764000000.0,19336000000.0,16572000000.0,200750000.0,16772750000.0,0.06109957561517575,2420000000.0,14352750000.0,0.8275,0.82,4338029750.0,4382053500.0,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/aapl-20200926.htm,2020,FY-2020
104,2020-03-31,68628750000.0,42389750000.0,26239000000.0,0.09558311931952726,4688000000.0,4979000000.0,0.0,200750000.0,9667000000.0,52056750000.0,0.0,2764000000.0,19336000000.0,16572000000.0,200750000.0,16772750000.0,0.06109957561517575,2420000000.0,14352750000.0,0.8275,0.82,4338029750.0,4382053500.0,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/aapl-20200926.htm,2020,FY-2020
103,2019-12-31,65043500000.0,40445500000.0,24598000000.0,0.0945445,4054250000.0,4561250000.0,0.0,451750000.0,8615500000.0,49061000000.0,894000000.0,3136750000.0,20465000000.0,15982500000.0,105500000.0,16434250000.0,0.0631665,2620250000.0,13814000000.0,0.7428625,0.7428625,4648913000.0,4648913000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/a10-k20199282019.htm,2019,FY-2019
102,2019-09-30,65043500000.0,40445500000.0,24598000000.0,0.0945445,4054250000.0,4561250000.0,0.0,451750000.0,8615500000.0,49061000000.0,894000000.0,3136750000.0,20465000000.0,15982500000.0,105500000.0,16434250000.0,0.0631665,2620250000.0,13814000000.0,0.7428625,0.7428625,4648913000.0,4648913000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/a10-k20199282019.htm,2019,FY-2019
101,2019-06-30,65043500000.0,40445500000.0,24598000000.0,0.0945445,4054250000.0,4561250000.0,0.0,451750000.0,8615500000.0,49061000000.0,894000000.0,3136750000.0,20465000000.0,15982500000.0,105500000.0,16434250000.0,0.0631665,2620250000.0,13814000000.0,0.7428625,0.7428625,4648913000.0,4648913000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/a10-k20199282019.htm,2019,FY-2019
100,2019-03-31,65043500000.0,40445500000.0,24598000000.0,0.0945445,4054250000.0,4561250000.0,0.0,451750000.0,8615500000.0,49061000000.0,894000000.0,3136750000.0,20465000000.0,15982500000.0,105500000.0,16434250000.0,0.0631665,2620250000.0,13814000000.0,0.7428625,0.7428625,4648913000.0,4648913000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/a10-k20199282019.htm,2019,FY-2019
99,2018-12-31,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,17724500000.0,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,2018,FY-2018
98,2018-09-30,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,17724500000.0,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,2018,FY-2018
97,2018-06-30,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,17724500000.0,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,2018,FY-2018
96,2018-03-31,66398750000.0,40939000000.0,25459750000.0,0.09585925,3559000000.0,4176250000.0,0.0,501250000.0,7735250000.0,48674250000.0,810000000.0,2725750000.0,21386500000.0,17724500000.0,-110250000.0,18225750000.0,0.06862225,2968000000.0,14882750000.0,0.7441225,0.7441225,5000109000.0,5000109000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,2018,FY-2018
95,2017-12-31,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,15336000000.0,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,2017,FY-2017
94,2017-09-30,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,15336000000.0,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,2017,FY-2017
93,2017-06-30,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,15336000000.0,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,2017,FY-2017
92,2017-03-31,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,15336000000.0,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,2017,FY-2017
91,2016-12-31,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,15006000000.0,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,2016,FY-2016
90,2016-09-30,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,15006000000.0,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,2016,FY-2016
89,2016-06-30,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,15006000000.0,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,2016,FY-2016
88,2016-03-31,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,15006000000.0,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,2016,FY-2016
87,2015-12-31,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,17807500000.0,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,2015,FY-2015
86,2015-09-30,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,17807500000.0,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,2015,FY-2015
85,2015-06-30,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,17807500000.0,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,2015,FY-2015
84,2015-03-31,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,17807500000.0,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,2015,FY-2015
83,2014-12-31,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,13125750000.0,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,2014,FY-2014
82,2014-09-30,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,13125750000.0,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,2014,FY-2014
81,2014-06-30,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,13125750000.0,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,2014,FY-2014
80,2014-03-31,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,13125750000.0,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,2014,FY-2014
79,2013-12-31,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,12249750000.0,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,2013,FY-2013
78,2013-09-30,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,12249750000.0,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,2013,FY-2013
77,2013-06-30,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,12249750000.0,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,2013,FY-2013
76,2013-03-31,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,12249750000.0,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,2013,FY-2013
75,2012-12-31,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,13810250000.0,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2012,FY-2012
74,2012-09-30,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,13810250000.0,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2012,FY-2012
73,2012-06-30,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,13810250000.0,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2012,FY-2012
72,2012-03-31,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,13810250000.0,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,2012,FY-2012
71,2011-12-31,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,8447500000.0,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2011,FY-2011
70,2011-09-30,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,8447500000.0,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2011,FY-2011
69,2011-06-30,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,8447500000.0,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2011,FY-2011
68,2011-03-31,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,8447500000.0,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2011,FY-2011
67,2010-12-31,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,4596250000.0,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
66,2010-09-30,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,4596250000.0,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
65,2010-06-30,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,4596250000.0,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
64,2010-03-31,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,4596250000.0,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
63,2009-12-31,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,2935000000.0,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
62,2009-09-30,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,2935000000.0,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
61,2009-06-30,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,2935000000.0,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
60,2009-03-31,10726250000.0,6420750000.0,4305500000.0,0.1003495,333250000.0,1037250000.0,0.0,81500000.0,1370500000.0,7791250000.0,101750000.0,183500000.0,3301750000.0,2935000000.0,-20250000.0,3016500000.0,0.07030650000000001,957750000.0,2058750000.0,0.081065,0.081065,6349000000.0,6349000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
59,2008-12-31,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,1568750000.0,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2008,FY-2008
58,2008-09-30,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,1568750000.0,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2008,FY-2008
57,2008-06-30,8119750000.0,5333500000.0,2786250000.0,0.08578625,277250000.0,940250000.0,0.0,155000000.0,1217500000.0,6551000000.0,163250000.0,118250000.0,2005250000.0,1568750000.0,-8250000.0,1723750000.0,0.053072749999999995,515250000.0,1208500000.0,0.0478425,0.0478425,6315000000.0,6315000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2008,FY-2008
